token sentstart
gräßlicher 73375
Raserei 73388
tobend 73396
, 73402
wurde 73404
er 73410
nach 73413
dem 73418
Tollhause 73422
gebracht 73432
. 73440

 73442
Ehe 73443
ich 73447
, 73450
günstiger 73452
Leser 73463
! 73468
dir 73470
zu 73474
erzählen 73477
fortfahre 73487
, 73496
was 73498
sich 73502
weiter 73507
mit 73514
dem 73518
unglücklichen 73522
Nathanael 73537

  73546
zugetragen 73548
, 73558
kann 73560
ich 73565
dir 73569
, 73572
solltest 73574
du 73583
einigen 73586
Anteil 73594
an 73601
dem 73604
geschickten 73608
Mechanikus 73620
und 73631
Automatfabrikanten 73635
Spallanzani 73654
nehmen 73666
, 73672
versichern 73674
, 73684
daß 73686
er 73691
von 73694
seinen 73698
Wunden 73705
völlig 73712
geheilt 73720
wurde 73728
. 73733
Er 73735
mußte 73738
indes 73745
die 73751
Universität 73755
verlassen 73768
, 73777
weil 73779
Nathanaels 73784

  73794
Geschichte 73796
Aufsehen 73807
erregt 73816
hatte 73823
und 73829
es 73833
allgemein 73836
für 73846
gänzlich 73851
unerlaubten 73861
Betrug 73873
gehalten 73880
wurde 73889
, 73894
vernünftigen 73896
Teezirkeln 73910
( 73921
Olimpia 73922

  73929
hatte 73931
sie 73937
mit 73941
Glück 73945
besucht 73952
) 73959
statt 73961
der 73967
lebendigen 73971
Person 73982
eine 73989
Holzpuppe 73994
einzuschwärzen 74004
. 74019
Juristen 74021
nannten 74030
es 74038
sogar 74041
einen 74047
feinen 74053
und 74060
um 74064
so 74067
härter 74070
zu 74078
bestrafenden 74081
Betrug 74094
, 74100
als 74102
er 74106
gegen 74109
das 74115
Publikum 74119
gerichtet 74128
und 74138
so 74142
schlau 74145
angelegt 74152
worden 74161
, 74167
daß 74169
kein 74174
Mensch 74179
( 74186
ganz 74187
kluge 74192
Studenten 74198
ausgenommen 74208
) 74219
es 74221
gemerkt 74224
habe 74232
, 74236
unerachtet 74238
jetzt 74249
alle 74255
weise 74260
tun 74266
und 74270
sich 74274
auf 74279
allerlei 74283
Tatsachen 74292
berufen 74302
wollten 74310
, 74317
die 74319
ihnen 74323
verdächtig 74329
vorgekommen 74341
. 74352
Diese 74354
letzteren 74360
brachten 74370
aber 74379
eigentlich 74384
nichts 74395
Gescheutes 74402
zutage 74413
. 74419
Denn 74421
konnte 74426
z. 74433
B. 74436
wohl 74439
irgend 74444
jemanden 74451
verdächtig 74460
vorgekommen 74472
sein 74484
, 74488
daß 74490
nach 74495
der 74500
Aussage 74504
eines 74512
eleganten 74518
Teeisten 74528
Olimpia 74537

  74544
gegen 74546
alle 74552
Sitte 74557
öfter 74563
genieset 74570
als 74579
gegähnt 74583
hatte 74592
? 74597
Ersteres 74599
, 74607
meinte 74609
der 74616
Elegant 74620
, 74627
sei 74629
das 74633
Selbstaufziehen 74637
des 74653
verborgenen 74657
Triebwerks 74669
gewesen 74680
, 74687
merklich 74689
habe 74698
es 74703
dabei 74706
geknarrt 74712
, 74720
und 74722
so 74726
weiter 74729
. 74735
Der 74737
Professor 74741
der 74751
Poesie 74755
und 74762
Beredsamkeit 74766
nahm 74779
eine 74784
Prise 74789
, 74794
klappte 74796
die 74804
Dose 74808
zu 74813
, 74815
räusperte 74817
sich 74828
und 74833
sprach 74837
feierlich 74844
: 74853
„Hochzuverehrende 74855
Herren 74875
und 74882
Damen 74886
! 74891
merken 74893
Sie 74900
denn 74904
nicht 74909
, 74914
wo 74916
der 74919
Hase 74923
im 74928
Pfeffer 74931
liegt 74939
? 74944
Das 74946
Ganze 74950
ist 74956
eine 74960
Allegorie 74965
� 74975
� 74977
eine 74979
fortgeführte 74984
Metapher 74998
! 75006
� 75008
� 75010
Sie 75012
verstehen 75016
mich 75026
! 75030
� 75032
� 75034
Sapienti 75036
sat 75045
! 75048
“ 75049
Aber 75053
viele 75058
hochzuverehrende 75064
Herren 75081
beruhigten 75088
sich 75099
nicht 75104
dabei 75110
; 75115
die 75117
Geschichte 75121
mit 75132
dem 75136
Automat 75140
hatte 75148
tief 75154
in 75159
ihrer 75162
Seele 75168
Wurzel 75174
gefaßt 75181
, 75188
und 75190
es 75194
schlich 75197
sich 75205
in 75210
der 75213
Tat 75217
abscheuliches 75221
Mißtrauen 75235
gegen 75246
menschliche 75252
Figuren 75264
ein 75272
. 75275
Um 75277
nun 75280
ganz 75284
überzeugt 75289
zu 75300
werden 75303
, 75309
daß 75311
man 75316
keine 75320
Holzpuppe 75326
liebe 75336
, 75341
wurde 75343
von 75349
mehrern 75353
Liebhabern 75361
verlangt 75372
, 75380
daß 75382
die 75387
Geliebte 75391
etwas 75400
taktlos 75406
singe 75414
und 75420
tanze 75424
, 75429
daß 75431
sie 75436
beim 75440
Vorlesen 75445
sticke 75454
, 75460
stricke 75462
, 75469
mit 75471
dem 75475
Möpschen 75479
spiele 75489
und 75496
so 75500
weiter 75503
, 75509
vor 75511
allen 75515
Dingen 75521
aber 75528
, 75532
daß 75534
sie 75539
nicht 75543
bloß 75549
höre 75555
, 75560
sondern 75562
auch 75570
manchmal 75575
in 75584
der 75587
Art 75591
spreche 75595
, 75602
daß 75604
dies 75609
Sprechen 75614
wirklich 75623
ein 75632
Denken 75636
und 75643
Empfinden 75647
voraussetze 75657
. 75668
Das 75670
Liebesbündnis 75674
vieler 75689
wurde 75696
fester 75702
und 75709
dabei 75713
anmutiger 75719
, 75728
andere 75730
dagegen 75737
gingen 75745
leise 75752
auseinander 75758
. 75769
„Man 75771
kann 75778
wahrhaftig 75783
nicht 75794
dafür 75800
stehen“ 75807
, 75816
sagte 75818
dieser 75824
und 75831
jener 75835
. 75840
In 75842
den 75845
Tees 75849
wurde 75854
unglaublich 75860
gegähnt 75872
und 75881
niemals 75885
genieset 75893
, 75901
um 75903
jedem 75906
Verdacht 75912
zu 75921
begegnen 75924
. 75932
� 75934
� 75936
Spalanzani 75938
mußte 75949
, 75955
wie 75957
gesagt 75961
, 75967
fort 75969
, 75973
um 75975
der 75978
Kriminaluntersuchung 75982
wegen 76003
des 76009
der 76013
menschlichen 76017
Gesellschaft 76030
betrüglicherweise 76043
eingeschobenen 76062
Automats 76077
zu 76086
entgehen 76089
. 76097
Coppola 76099

  76106
war 76108
auch 76112
verschwunden 76117
. 76129

 76131
Nathanael 76132

  76141
erwachte 76143
wie 76152
aus 76156
schwerem 76160
, 76168
fürchterlichem 76170
Traum 76186
, 76191
er 76193
schlug 76196
die 76203
Augen 76207
auf 76213
und 76217
fühlte 76221
, 76228
wie 76230
ein 76234
unbeschreibliches 76238
Wonnegefühl 76256
mit 76269
sanfter 76273
himmlischer 76281
Wärme 76293
ihn 76300
durchströmte 76304
. 76317
Er 76319
lag 76322
in 76326
seinem 76329
Zimmer 76336
in 76343
des 76346
Vaters 76350
Hause 76357
auf 76363
dem 76367
Bette 76371
, 76376
Klara 76378

  76383
hatte 76385
sich 76391
über 76396
ihn 76402
hingebeugt 76406
, 76416
und 76418
unfern 76422
standen 76429
die 76437
Mutter 76441
und 76448
Lothar 76452

 76458
. 76459
„Endlich 76461
, 76471
endlich 76473
, 76480
o 76482
mein 76484
herzlieber 76489
Nathanael 76500

  76509
� 76511
� 76513
nun 76515
bist 76519
du 76524
genesen 76527
von 76535
schwerer 76539
Krankheit 76548
� 76558
� 76560
nun 76562
bist 76566
du 76571
wieder 76574
mein 76581
! 76585
“ 76586
� 76590
� 76592
So 76594
sprach 76597
Klara 76604

  76609
recht 76611
aus 76617
tiefer 76621
Seele 76628
und 76634
faßte 76638
den 76645
Nathanael 76649

  76658
in 76660
ihre 76663
Arme 76668
. 76672
Aber 76674
dem 76679
quollen 76683
vor 76691
lauter 76695
Wehmut 76702
und 76709
Entzücken 76713
die 76724
hellen 76728
glühenden 76735
Tränen 76746
aus 76754
den 76758
Augen 76762
, 76767
und 76769
er 76773
stöhnte 76776
tief 76785
auf 76790
. 76793
„Meine 76795
� 76804
� 76806
meine 76808
Klara 76814
! 76819
“ 76820
� 76824
� 76826
Siegmund 76828

 76836
, 76837
der 76839
getreulich 76843
ausgeharrt 76854
bei 76865
dem 76869
Freunde 76873
in 76881
großer 76884
Not 76892
, 76895
trat 76897
herein 76902
. 76908
Nathanael 76910

  76919
reichte 76921
ihm 76929
die 76933
Hand 76937
: 76941
„Du 76943
treuer 76949
Bruder 76956
hast 76963
mich 76968
doch 76973
nicht 76978
verlassen.“ 76984
� 76998
� 77000
Jede 77002
Spur 77007
des 77012
Wahnsinns 77016
war 77026
verschwunden 77030
, 77042
bald 77044
erkräftigte 77049
sich 77062
Nathanael 77067

  77076
in 77078
der 77081
sorglichen 77085
Pflege 77096
der 77103
Mutter 77107
, 77113
der 77115
Geliebten 77119
, 77128
der 77130
Freunde 77134
. 77141
Das 77143
Glück 77147
war 77154
unterdessen 77158
in 77170
das 77173
Haus 77177
eingekehrt 77182
; 77192
denn 77194
ein 77199
alter 77203
karger 77209
Oheim 77216
, 77221
von 77223
dem 77227
niemand 77231
etwas 77239
gehofft 77245
, 77252
war 77254
gestorben 77258
und 77268
hatte 77272
der 77278
Mutter 77282
nebst 77289
einem 77295
nicht 77301
unbedeutenden 77307
Vermögen 77321
ein 77331
Gütchen 77335
in 77344
einer 77347
angenehmen 77353
Gegend 77364
unfern 77371
der 77378
Stadt 77382
hinterlassen 77388
. 77400
Dort 77402
wollten 77407
sie 77415
hinziehen 77419
, 77428
die 77430
Mutter 77434
, 77440
Nathanael 77442

  77451
mit 77453
seiner 77457
Klara 77464

 77469
, 77470
die 77472
er 77476
nun 77479
zu 77483
heiraten 77486
gedachte 77495
, 77503
und 77505
Lothar 77509

 77515
. 77516
Nathanael 77518

  77527
war 77529
milder 77533
, 77539
kindlicher 77541
geworden 77552
, 77560
als 77562
er 77566
je 77569
gewesen 77572
, 77579
und 77581
erkannte 77585
nun 77594
erst 77598
recht 77603
Klaras 77609
himmlisch 77616
reines 77626
, 77632
herrliches 77634
Gemüt 77645
. 77651
Niemand 77653
erinnerte 77661
ihn 77671
auch 77675
nur 77680
durch 77684
den 77690
leisesten 77694
Anklang 77704
an 77712
die 77715
Vergangenheit 77719
. 77732
Nur 77734
als 77738
Siegmund 77742

  77750
von 77752
ihm 77756
schied 77760
, 77766
sprach 77768
Nathanael 77775

 77784
: 77785
„Bei 77787
Gott 77794
, 77798
Bruder 77800
! 77806
ich 77808
war 77812
auf 77816
schlimmem 77820
Wege 77830
, 77834
aber 77836
zu 77841
rechter 77844
Zeit 77852
leitete 77857
mich 77865
ein 77870
Engel 77874
auf 77880
den 77884
lichten 77888
Pfad 77896
! 77900
� 77902
� 77904
Ach 77906
, 77909
es 77911
war 77914
ja 77918
Klara 77921
! 77926
“ 77927
� 77931
� 77933
Siegmund 77935
ließ 77944

  77949
ihn 77951
nicht 77955
weiterreden 77961
, 77972
aus 77974
Besorgnis 77978
, 77987
tief 77989
verletzende 77994
Erinnerungen 78006
möchten 78019
ihm 78028
zu 78032
hell 78035
und 78040
flammend 78044
aufgehen 78053
. 78061
� 78063
� 78065
Es 78067
war 78070
an 78074
der 78077
Zeit 78081
, 78085
daß 78087
die 78092
vier 78096
glücklichen 78101
Menschen 78114
nach 78123
dem 78128
Gütchen 78132
ziehen 78141
wollten 78148
. 78155
Zur 78157
Mittagsstunde 78161
gingen 78175
sie 78182
durch 78186
die 78192
Straßen 78196
der 78205
Stadt 78209
. 78214
Sie 78216
hatten 78220
manches 78227
eingekauft 78235
, 78245
der 78247
hohe 78251
Ratsturm 78256
warf 78265
seinen 78270
Riesenschatten 78277
über 78292
den 78298
Markt 78302
. 78307
„Ei 78309
! 78314
“ 78315
sagte 78319
Klara 78325

 78330
: 78331
„steigen 78333
wir 78344
doch 78348
noch 78353
einmal 78358
herauf 78365
und 78372
schauen 78376
in 78384
das 78387
ferne 78391
Gebirge 78397
hinein 78405
! 78411
“ 78412
Gesagt 78416
, 78422
getan 78424
! 78429
Beide 78431
, 78436
Nathanael 78438

  78447
und 78449
Klara 78453

 78458
, 78459
stiegen 78461
herauf 78469
, 78475
die 78477
Mutter 78481
ging 78488
mit 78493
der 78497
Dienstmagd 78501
nach 78512
Hause 78517
, 78522
und 78524
Lothar 78528

 78534
, 78535
nicht 78537
geneigt 78543
, 78550
die 78552
vielen 78556
Stufen 78563
zu 78570
erklettern 78573
, 78583
wollte 78585
unten 78592
warten 78598
. 78604
Da 78606
standen 78609
die 78617
beiden 78621
Liebenden 78628
Arm 78638
in 78642
Arm 78645
auf 78649
der 78653
höchsten 78657
Galerie 78667
des 78675
Turmes 78679
und 78686
schauten 78690
hinein 78699
in 78706
die 78709
duftigen 78713
Waldungen 78722
, 78731
hinter 78733
denen 78740
das 78746
blaue 78750
Gebirge 78756
wie 78764
eine 78768
Riesenstadt 78773
sich 78785
erhob 78790
. 78795

 78797
„Sieh 78798
doch 78806
den 78811
sonderbaren 78815
kleinen 78827
grauen 78835
Busch 78842
, 78847
der 78849
ordentlich 78853
auf 78864
uns 78868
loszuschreiten 78872
scheint“ 78887
, 78897
sprach 78899
Klara 78906

 78911
. 78912
� 78914
� 78916
Nathanael 78918

  78927
faßte 78929
mechanisch 78936
nach 78947
der 78952
Seitentasche 78956
; 78968
er 78970
fand 78973
Coppolas 78978
Perspektiv 78987

 78997
, 78998
er 79000
schaute 79003
seitwärts 79011
� 79022
� 79024
Klara 79026

  79031
stand 79033
vor 79039
dem 79043
Glase 79047
! 79052
� 79054
� 79056
Da 79058
zuckte 79061
es 79068
krampfhaft 79071
in 79082
seinen 79085
Pulsen 79092
und 79099
Adern 79103
� 79109
� 79111
totenbleich 79113
starrte 79125
er 79133
Klara 79136

  79141
an 79143
, 79145
aber 79147
bald 79152
glühten 79157
und 79166
sprühten 79170
Feuerströme 79180
durch 79193
die 79199
rollenden 79203
Augen 79213
, 79218
gräßlich 79220
brüllte 79231
er 79240
auf 79243
wie 79247
ein 79251
gehetztes 79255
Tier 79265
; 79269
dann 79271
sprang 79276
er 79283
hoch 79286
in 79291
die 79294
Lüfte 79298
, 79304
und 79306
grausig 79310
dazwischen 79318
lachend 79329
, 79336
schrie 79338
er 79345
in 79348
schneidendem 79351
Ton 79364
: 79367
„Holzpüppchen 79369
, 79385
dreh 79387
dich 79392
� 79397
� 79399
Holzpüppchen 79401
, 79414
dreh 79416
dich“ 79421
� 79429
� 79431
und 79433
mit 79437
gewaltiger 79441
Kraft 79452
faßte 79458
er 79465
Klara 79468

  79473
und 79475
wollte 79479
sie 79486
herabschleudern 79490
, 79505
aber 79507
Klara 79512

  79517
krallte 79519
sich 79527
in 79532
verzweifelnder 79535
Todesangst 79550
fest 79561
an 79566
das 79569
Geländer 79573
. 79582
Lothar 79584

  79590
hörte 79592
den 79599
Rasenden 79603
toben 79612
, 79617
er 79619
hörte 79622
Klaras 79629
Angstgeschrei 79636

 79649
, 79650
gräßliche 79652
Ahnung 79664
durchflog 79671
ihn 79681
, 79684
er 79686
rannte 79689
herauf 79696
, 79702
die 79704
Tür 79708
der 79713
zweiten 79717
Treppe 79725
war 79732
verschlossen 79736
� 79749
� 79751
stärker 79753
hallte 79762
Klaras 79769
Jammergeschrei 79776

 79790
. 79791
Unsinnig 79793
vor 79802
Wut 79806
und 79810
Angst 79814
, 79819
stieß 79821
er 79828
gegen 79831
die 79837
Tür 79841
, 79845
die 79847
endlich 79851
aufsprang 79859
. 79868
� 79870
� 79872
Matter 79874
und 79881
matter 79885
wurden 79892
nun 79899
Klaras 79903
Laute 79910

 79915
: 79916
„Hülfe 79918
� 79928
� 79930
rettet 79932
� 79939
� 79941
rettet 79943
–“ 79950
, 79956
so 79958
erstarb 79961
die 79969
Stimme 79973
in 79980
den 79983
Lüften 79987
. 79994
„Sie 79996
ist 80003
hin 80007
� 80011
� 80013
ermordet 80015
von 80024
dem 80028
Rasenden“ 80032
, 80043
so 80045
schrie 80048
Lothar 80055

 80061
. 80062
Auch 80064
die 80069
Tür 80073
zur 80078
Galerie 80082
war 80090
zugeschlagen 80094
. 80106
� 80108
� 80110
Die 80112
Verzweiflung 80116
gab 80129
ihm 80133
Riesenkraft 80137
, 80148
er 80150
sprengte 80153
die 80162
Tür 80166
aus 80171
den 80175
Angeln 80179
. 80185
Gott 80187
im 80192
Himmel 80195
� 80202
� 80204
Klara 80206

  80211
schwebte 80213
, 80221
von 80223
dem 80227
rasenden 80231
Nathanael 80240

  80249
erfaßt 80251
, 80258
über 80260
der 80266
Galerie 80270
in 80278
den 80281
Lüften 80285
� 80293
� 80295
nur 80297
mit 80301
einer 80305
Hand 80311
hatte 80316
sie 80322
noch 80326
die 80331
Eisenstäbe 80335
umklammert 80347
. 80357
Rasch 80359
wie 80365
der 80369
Blitz 80373
erfaßte 80379
Lothar 80388

  80394
die 80396
Schwester 80400
, 80409
zog 80411
sie 80415
hinein 80419
und 80426
schlug 80430
im 80437
demselben 80440
Augenblick 80450
mit 80461
geballter 80465
Faust 80475
dem 80481
Wütenden 80485
ins 80495
Gesicht 80499
, 80506
daß 80508
er 80513
zurückprallte 80516
und 80531
die 80535
Todesbeute 80539
fahrenließ 80550
. 80561

 80563
Lothar 80564

  80570
rannte 80572
herab 80579
, 80584
die 80586
ohnmächtige 80590
Schwester 80603
in 80613
den 80616
Armen 80620
. 80625
� 80627
� 80629
Sie 80631
war 80635
gerettet 80639
. 80647
� 80649
� 80651
Nun 80653
raste 80657
Nathanael 80663

  80672
herum 80674
auf 80680
der 80684
Galerie 80688
und 80696
sprang 80700
hoch 80707
in 80712
die 80715
Lüfte 80719
und 80726
schrie 80730
: 80736
„Feuerkreis 80738

 80751
, 80752
dreh 80754
dich 80759
� 80764
� 80766
Feuerkreis 80768
, 80778
dreh 80780
dich.“ 80785
� 80794
� 80796
Die 80798
Menschen 80802
liefen 80811
auf 80818
das 80822
wilde 80826
Geschrei 80832
zusammen 80841
; 80849
unter 80851
ihnen 80857
ragte 80863
riesengroß 80869
der 80881
Advokat 80885
Coppelius 80893

  80902
hervor 80904
, 80910
der 80912
eben 80916
in 80921
die 80924
Stadt 80928
gekommen 80934
und 80943
geradesweges 80947
nach 80960
dem 80965
Markt 80969
geschritten 80975
war 80987
. 80990
Man 80992
wollte 80996
herauf 81003
, 81009
um 81011
